"Timestamp","teach.cs ID","What is P(B=true|A=true)?","What is P(C=true|A=true)?","What is P(C=true|A=true, E=false)?","What is P(C=true|A=true, F=false)?","V1","V2","V3","V1","V2","V3","V0","d0","V1","d1","V2","d2","V3","d3","V4","d4","V5","d5","What is P(V0=d0|V1=d1,V2=d2,V3=d3,V4=d4,V5=d5)?","V0","d0","V1","d1","V2","d2","V3","d3","V4","d4","V5","d5","What is P(V0=d0|V1=d1,V2=d2,V3=d3,V4=d4,V5=d5)?"
"2020/04/01 4:33:54 PM MDT","weiszben","0.5","0.5","0.5714285714285715","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Voltage at plug","67","Starter motor","756","Spark timing","7","Car cranks","7","Spark timing","7","Spark timing","7"," 0.1","Starter system","2","Headlights","2","Spark timing","2","Spark timing","2","Spark quality","2","Air filter","2","0.2"
"2020/04/01 5:38:49 PM MDT","hoaustin","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Car starts","Air filter","Air system","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.01"
"2020/04/01 5:52:22 PM MDT","leetim13","0.5","0.5","0.5714285714285714","0.5","Charging system","Alternator","Battery voltage","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Car cranks","true","Starter system","okay","Battery voltage","strong","Spark timing","good","Voltage at plug","strong","0.797","Car starts","true","Air system","faulty","Spark plugs","fouled","Battery age","old","Distributer","faulty","Starter motor","faulty","0.001"
"2020/04/01 7:05:37 PM MDT","zhan5179","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Car cranks","Air system","Car starts","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Distributer","okay","1","Alternator","faulty","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Distributer","okay","0"
"2020/04/01 7:47:15 PM MDT","chanjia2","0.5","0.5","0.5714285714285714","0.5","Car starts","Air system","Air filter","Spark quality","Voltage at plug","Spark plugs","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Starter motor","okay","Starter system","okay","0.384","Car cranks","true","Alternator","faulty","Battery age","old","Voltage at plug","none","Battery voltage","dead","Main fuse","blown","0.05"
"2020/04/01 7:53:15 PM MDT","rosenb89","0.5","0.5","0.57","0.5","Battery voltage","Battery age","Starter system","Distributer","Car cranks","Battery voltage","Starter system","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Car cranks","true","0.998","Starter system","faulty","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Car cranks","true","0.0016"
"2020/04/01 8:09:34 PM MDT","chanjia2","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Alternator","Battery age","Headlights","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Starter motor","okay","Starter system","okay","0.323","Car cranks","true","Alternator","faulty","Battery age","old","Voltage at plug","none","Battery voltage","dead","Main fuse","blown","0.05"
"2020/04/01 8:11:05 PM MDT","tanjingf","0.5","0.5","0.5714285714285714 ","0.5","Car starts","Air filter","Air system","Starter system","Starter motor","Main fuse","Car starts","true","Air system","okay","Spark plugs","okay","Spark timing","good","Starter system","okay","Car cranks","true","0.7121859133143684","Car starts","false","Air system","okay","Spark plugs","okay","Spark timing","good","Starter system","okay","Car cranks","true","0.28781408668563163"
"2020/04/01 8:21:47 PM MDT","yulizhi","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Air system","Car cranks","Car starts","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark timing","good","Spark quality","good","0.9899999999999999","Car starts","false","Air system","okay","Car cranks","true","Fuel system","okay","Spark timing","good","Spark quality","good","0.009999999999999998"
"2020/04/01 8:32:37 PM MDT","kongjen6","0.5","0.5","0.57","0.5","Voltage at plug","Spark plugs","Spark quality","Spark plugs","Air system","Car starts","Car starts","false","Spark quality","very_bad","Car cranks","false","Spark timing","very_bad","Fuel system","faulty","Air system","faulty","1.0","Car starts","true","Spark quality","very_bad","Car cranks","false","Spark timing","very_bad","Air system","faulty","Fuel system","faulty","0.0"
"2020/04/01 8:47:31 PM MDT","yeyufei","0.5","0.5","0.57","0.5","Air filter","Air system","Car starts","Voltage at plug","Headlights","Battery voltage","Car starts","true","Spark quality","good","Spark timing","good","Fuel system","okay","Car cranks","true","Air system","okay","0.99","Car starts","true","Spark quality","very bad","Spark timing","very bad","Fuel system","faulty","Car cranks","false","Air system","faulty","0"
"2020/04/01 8:48:59 PM MDT","yulizhi","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Air system","Car cranks","Car starts","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark timing","good","Spark quality","good","0.9899999999999999","Car starts","false","Air system","okay","Car cranks","true","Fuel system","okay","Spark timing","good","Spark quality","good","0.009999999999999998"
"2020/04/01 8:57:05 PM MDT","hetianji","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Fuel system","Air system","Car starts","Car starts","'true'","Car cranks","'true'","Starter system","'okay'","Battery voltage","'strong'","Spark timing","'good'","Distributer","'okay'","0.7390258000000001","Car starts","'true'","Alternator","'faulty'","Spark timing","'bad'","Air filter","'dirty'","Starter motor","'faulty'","Car cranks","'false'","0.0"
"2020/04/01 9:06:19 PM MDT","leetim13","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Car cranks","true","Starter system","okay","Battery voltage","strong","Spark timing","good","Voltage at plug","strong","0.797","Car starts","true","Air system","faulty","Spark plugs","fouled","Battery age","old","Distributer","faulty","Starter motor","faulty","0.001"
"2020/04/01 9:40:47 PM MDT","qianshuj","0.5","0.5","0.571428","0.5","Starter system","Starter motor","Car cranks","Car cranks","Air system","Car starts","Car starts","false","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.01","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99"
"2020/04/01 9:41:48 PM MDT","qianshuj","0.5","0.5","0.571428","0.5","Starter system","Starter motor","Car cranks","Car cranks","Air system","Car starts","Car starts","false","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.01","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99"
"2020/04/01 9:48:46 PM MDT","qianshuj","0.5","0.5","0.5714","0.5","Starter system","Starter motor","Car cranks","Car cranks","Air system","Car starts","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car starts","false","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.01"
"2020/04/01 10:12:36 PM MDT","parksa64","0.5","0.5","0.5714285714285715","0.5","Starter system","Starter motor","Car cranks","Headlights","Starter system","Battery voltage","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","true","Car cranks","false","Fuel system","faulty","Spark quality","very_bad","Air system","faulty","Spark timing","very_bad","0.0"
"2020/04/01 10:32:29 PM MDT","linangus","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Car cranks","Air system","Car starts","Car starts","true","Spark quality","bad","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.7","Car starts","false","Spark quality","bad","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.3"
"2020/04/01 10:46:52 PM MDT","zhouyuq6","0.5","0.5","0.57142857","0.5","Charging system","Alternator","Battery voltage","Starter motor","Battery voltage","Starter system","Charging system","okay","Battery age","new","Starter system","okay","Starter motor","faulty","Car starts","true","Battery voltage","strong"," 0.991599436","Car starts","false","Main fuse","okay","Charging system","okay","Battery voltage","strong","Spark quality","good","Air system","okay","0.29916317"
"2020/04/01 11:02:41 PM MDT","wangmi94","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Alternator","Battery voltage","Battery age","Car starts","true","Fuel system","okay","Spark quality","good","Car cranks","true","Spark timing","good","Air system","okay","1","Car starts","true","Car cranks","true","Air system","okay","Fuel system","okay","Spark quality","good","Spark timing","good","1"
"2020/04/02 9:19:43 AM MDT","panealvi","0.5","0.5","0.5714285714285714","0.5","Car starts","Air filter","Air system","Distributer","Main fuse","Voltage at plug","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car cranks","true","Headlights","off","Charging system","faulty","Battery voltage","dead","Starter system","faulty","Car starts","false","0.025"
"2020/04/02 10:21:03 AM MDT","yuanbei1","0.5","0.5","0.5714","0.5","Starter system","Starter motor","Car cranks","Car cranks","Air system","Car starts","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car starts","false","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.01"
"2020/04/02 10:32:40 AM MDT","shenlin5","0.5","0.5","0.5714","0.5","Starter system","Headlights","Car cranks","Charging system","Battery age","Battery voltage","Car starts","True","Spark plugs","okay","Distributer","okay","Main fuse","okay","Alternator","okay","Battery age","new","0.3718","Car starts","False","Spark plugs","okay","Distributer","okay","Main fuse","okay","Alternator","okay","Battery age","new","0.6282"
"2020/04/02 12:07:13 PM MDT","mcellans","0.5","0.5","0.5714","0.5","Starter system","Starter motor","Car cranks","Voltage at plug","Spark plugs","Spark plugs","Car starts","0.28","Spark quality","0.254","Fuel system","0.9","Car cranks","0.487","Spark timing","0.893","Air system","0.84","0.986","Car starts","0.28","Battery voltage","0.178","Air filter","0.1","Spark timing","0.921","Air system","0.16","Distributer","0.1","0.023"
"2020/04/02 12:35:41 PM MDT","lien2","0.5","0.5","0.57142857","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Air filter","clean","Battery age","new","Spark plugs","okay","Starter motor","okay","Alternator","okay","0.370878","Car starts","true","Air filter","dirty","Battery age","old","Spark plugs","fouled","Starter motor","faulty","Alternator","faulty","0.000128789"
"2020/04/02 1:01:57 PM MDT","koongjun","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Fuel system","okay","Car cranks","true","Distributer","okay","Air filter","clean","Spark plugs","okay","0.3685105203380390","Car starts","false","Fuel system","okay","Car cranks","true","Distributer","okay","Air filter","clean","Spark plugs","good","0.6314894796619609"
"2020/04/02 1:29:33 PM MDT","hejingne","0.5","0.5","0.5714285714285714","0.5","Starter system","Starter motor","Car cranks","Spark quality","Voltage at plug","Spark plugs","Starter system","okay","Starter motor","okay","Main fuse","okay","Battery voltage","strong","Voltage at plug","okay","Spark plugs","faulty","0.98","Spark timing","true","Spark quality","bad","Fuel system","faulty","Voltage at plug","good","Air system","faulty","Car cranks","true","0.02"
"2020/04/02 1:41:52 PM MDT","agarw135","0.50","0.50","0.5714","0.50","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.9899","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.0099"
"2020/04/02 1:47:14 PM MDT","leesisob","0.5","0.5","0.57142857142857","0.5","Air system","Air filter","Car starts","Alternator","Battery age","Battery voltage","Car starts","false","Alternator","faulty","Battery age","old","Distributer","faulty","Starter motor","faulty","Fuel system","faulty","0.9999838247147199","Car starts","true ","Alternator","faulty","Battery age","old","Distributer","faulty","Starter motor","faulty","Fuel system","faulty","1.617528528e-05"
"2020/04/02 2:23:14 PM MDT","chayeon","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Spark quality","Voltage at plug","Spark plugs","Car starts","true","Battery age","old","Fuel system","okay","Starter system","okay","Car cranks","true","Battery voltage","strong","0.8013551654751356","Headlights","off","Alternator","okay","Battery age","new","Starter system","okay","Charging system","okay","Battery voltage","strong","0.05"
"2020/04/02 2:39:02 PM MDT","houchuyi","0.5","0.5","0.57142857","0.5","Battery age","Alternator","Air system","Alternator","Battery age","Battery voltage","Car starts","true","Air system","okay","Fuel system","okay","Spark quality","good","Spark timing","good","Starter system","okay","0.7768","Car starts","true","Spark plugs","too wide","Air system","faulty","Battery age","old","Spark timing","bad","Starter system","faulty","0.00046614526"
"2020/04/02 2:48:25 PM MDT","shangj10","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Distributer","Main fuse","Voltage at plug","Car starts","true","Spark quality","good","Fuel system","oaky","Spark timing","good","Car cranks","true","Air system","okay","0.99","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.01"
"2020/04/02 3:13:21 PM MDT","pengch15","0.5","0.5","0.571429","0.5","Distributer","Air filter","Voltage at plug","Distributer","Main fuse","Voltage at plug","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.9936608149491781","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.006339185050821896"
"2020/04/02 4:27:15 PM MDT","wangmi94","0.5","0.5","0.57142857","0.5","Starter system","Starter motor","Car cranks","Distributer","Main fuse","Voltage at plug","Car starts","true","Air system","okay","Car cranks","true","Spark timing","good","Fuel system","okay","Spark quality","good","0.99","Car starts","false","Air system","okay","Car cranks","true","Spark timing","good","Fuel system","okay","Spark quality","good","0.01"
"2020/04/02 4:44:24 PM MDT","lampui3","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Fuel system","okay","Spark plugs","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.89","Car starts","true","Battery age","old","Spark plugs","fouled","Air filter","dirty","Air system","faulty","Headlights","off","0.02"
"2020/04/02 4:56:01 PM MDT","chongal3","0.5","0.5","0.5714","0.5","Voltage at plug","Spark quality","Battery voltage","Voltage at plug","Distributer","Main fuse","Car starts","true","Air system","okay","Car cranks","false","Spark timing","good","Fuel system","okay","Spark quality","good","0.9","Car starts","true","Air system","Faulty","Car cranks","False","Spark timing","very bad","Fuel system","faulty","Spark quality","very bad","0"
"2020/04/02 5:07:32 PM MDT","luyizhen","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Battery age","Charging system","Battery voltage","Starter system","false","Spark quality","bad","Fuel system","faulty","Spark timing","bad","Air system","faulty","Car cranks","false","1.000","Car starts","true","Spark quality","bad","Fuel system","faulty","Spark timing","bad","Air system","faulty","Car cranks","false","0"
"2020/04/02 5:13:29 PM MDT","liutia57","0.5","0.5","0.57","0.5","Charging system","Battery age","Alternator","Alternator","Battery age","Battery voltage","Car starts","true","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.73","Car starts","false","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","true","Car cranks","true","0.27"
"2020/04/02 5:24:04 PM MDT","xuyuan11","0.5","0.5","0.5714285714285714","0.5","Battery voltage","Battery age","Voltage at plug","Air system","Car cranks","Car starts","Car starts","'true'","Charging system","'okay'","Battery age","'new'","Battery voltage","'strong'","Starter system","'okay'","Car cranks","'true'","0.7279347113300155","Car starts","'false'","Charging system","'okay'","Battery age","'new'","Battery voltage","'strong'","Starter system","'okay'","Car cranks","'true'","0.2720652886699845"
"2020/04/02 5:27:43 PM MDT","srini113","0.50","0.50","0.57","0.50","Charging system","Battery voltage","Alternator","Voltage at plug","Spark plugs","Car starts","Starter system","okay","Starter motor","okay","Battery age","new","Charging system","okay","Car cranks","true","Car starts","true","0.9986","Voltage at plug","strong","Car starts","false","Spark plugs","okay","Battery age","very_old","Air system","okay","Battery voltage","dead","0.00"
"2020/04/02 7:01:06 PM MDT","wangmi94","0.5","0.5","0.57142857","0.5","Starter system","Starter motor","Car cranks","Alternator","Battery age","Battery voltage","Car starts","true","Air system","okay","Car cranks","true","Spark timing","good","Fuel system","okay","Spark quality","good","0.99","Car starts","false","Air system","okay","Car cranks","true","Spark timing","good","Fuel system","okay","Spark quality","good","0.01"
"2020/04/02 7:08:12 PM MDT","lisijia6","0.5","0.5","0.5714285714285714","0.5","Starter system","Starter motor","Car cranks","Alternator","Battery age","Battery voltage","Car starts","true","Fuel system","okay","Spark timing","good","Car cranks","true","Spark quality","bad","Air system","okay","0.7","Car starts","false","Fuel system","okay","Spark timing","good","Car cranks","true","Spark quality","bad","Air system","okay","0.3"
"2020/04/02 7:08:25 PM MDT","wulinyue","0.5","0.5","0.57","0.5","Voltage at plug","Spark quality","Battery voltage","Starter system","Headlights","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.999","Car starts","true","Spark quality","very bad","Fuel system","faulty","Car cranks","false","Spark timing","very bad","Air system","faulty","0.01"
"2020/04/02 7:16:12 PM MDT","malikal7","0.5","0.5","0.571428571429","0.5","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car cranks","true","Headlights","off","Charging system","faulty","Battery voltage","dead","Starter motor","faulty","Starter system","faulty","0.05"
"2020/04/02 7:24:09 PM MDT","zhuyuha4","0.5","0.5","0.57142857","0.5","Air system","Air filter","Car starts","Alternator","Battery age","Battery voltage","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark plugs","okay","Voltage at plug","strong","0.98603834","Car starts","false","Alternator","faulty","Charging system","faulty","Battery voltage","dead","Starter system","faulty","Car cranks","true","0.272065"
"2020/04/02 7:40:59 PM MDT","haowenji","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Battery age","Fuel system","Air system","Voltage at plug","okay","Distributer","okay","Main fuse","okay","Battery voltage","weak","Fuel system","okay","Spark quality","good","1.0","Voltage at plug","okay","Alternator","faulty","Battery age","old","Spark timing","good","Spark plugs","fouled","Spark quality","very_bad","0.0"
"2020/04/02 7:53:35 PM MDT","nathanyc","0.5","0.5","0.5714285714285714","0.5","Starter system","Starter motor","Car cranks","Charging system","Battery age","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.9899999999999999","Car starts","true","Air filter","dirty","Fuel system","faulty","Spark timing","bad","Spark quality","bad","Car cranks","false","0.0"
"2020/04/02 8:13:20 PM MDT","shar1057","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Car cranks","Air system","Car starts","Voltage at plug","okay","Distributer","okay","Main fuse","okay","Alternator","okay","Car cranks","true","Battery voltage","strong","0.8999999999","Voltage at plug","okay","Battery age","old","Headlights","dim","Spark quality","bad","Car cranks","false","Battery voltage","weak","0"
"2020/04/02 8:24:46 PM MDT","wonger27","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.99","Car starts","true","Air system","faulty","Fuel system","faulty","Spark quality","bad","Spark timing","bad","Car cranks","false","0"
"2020/04/02 8:47:46 PM MDT","kachura3","0.5","0.5","0.5714285714285714","0.5","Car starts","Air filter","Air system","Voltage at plug","Spark quality","Spark plugs","Spark timing","0.28","Air system","0.289","Fuel system","0.318","Car cranks","0.64","Spark quality","0.986","Headlights","0.999","0.999","Car cranks","0.497","Headlights","0.166","Car starts","0.132","Battery voltage","0.774","Starter system","0.8","Battery age","0.99","0.99"
"2020/04/02 8:48:34 PM MDT","haowenji","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Battery voltage","Air system","Spark quality","Voltage at plug","okay","Distributer","okay","Main fuse","okay","Battery voltage","strong","Starter motor","okay","Spark quality","good","1.0","Alternator","okay","Spark quality","very_bad","Distributer","okay","Headlights","off","Main fuse","okay","Battery voltage","dead","0.9943375846110146"
"2020/04/02 9:20:18 PM MDT","lixin39","0.5","0.5","0.5714285714285714","0.5","Spark quality","Spark plugs","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay"," 0.9899999999999999","Car starts","true","Spark quality","very_bad","Fuel system","faulty","Spark timing","very_bad","Car cranks","false","Air system","faulty","0.0"
"2020/04/02 9:47:05 PM MDT","evloevma","0.5","0.5","0.5714285714285702","0.5","Charging system","Battery age","Alternator","Alternator","Battery age","Battery voltage","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Distributer","okay","1.0","Car starts","true","Charging system","faulty","Battery age","old","Alternator","okay","Battery voltage","dead","Main fuse","okay","0.0"
"2020/04/02 10:39:28 PM MDT","luzexia","0.5","0.5","0.5714","0.5","Starter system","Starter motor","Car cranks","Spark plugs","Voltage at plug","Spark quality","Starter system","okay","Starter motor","okay","Main fuse","okay","Battery voltage","strong","Car starts","okay","Alternator","okay","0.98","Starter system","faulty","Starter motor","okay","Main fuse","okay","Battery voltage","strong","Car starts","okay","Charging system","okay","0.02"
"2020/04/03 12:14:05 AM MDT","mengchun","0.5","0.5","0.57143","0.5","Charging system","Battery voltage","Alternator","Alternator","Battery age","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.99","Battery voltage","weak","Voltage at plug","weak","Battery age","new","Charging system","okay","Starter system","okay","Headlights","bright","0"
"2020/04/03 12:24:22 AM MDT","zhuange2","0.19411764705882353","0.11764705882352941","0.1509433962264151","0.0","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Fuel system","okay","Voltage at plug","strong","Spark plugs","okay","Starter system","okay","Car cranks","true","0.9552127445497004","Starter system","faulty","Battery age","new","Starter motor","okay","Main fuse","okay","Headlights","bright","Car starts","true","0.0012738853503184713"
"2020/04/03 12:40:12 AM MDT","maokathe","0.5","0.5","0.5714285714285714","0.5","Starter system","Main fuse","Car cranks","Starter motor","Battery voltage","Starter system","Car starts","true","Starter system","okay","Battery age","new","Charging system","okay","Headlights","bright","Car cranks","true","0.7279347113300155","Main fuse","okay","Starter system","faulty","Starter motor","okay","Battery voltage","strong","Voltage at plug","none","Distributer","okay","0.09008189262966332"
"2020/04/03 12:55:13 AM MDT","1003918068","0.50","0.50","0.5714","0.50","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car starts","false","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.01"
"2020/04/03 2:09:27 AM MDT","memonas1","0.5","0.5","0.57","0.5","Voltage at plug","Spark quality","Battery voltage","Distributer","Spark quality","Voltage at plug","Voltage at plug","okay","Distributer","okay","Main fuse","okay","Battery voltage","strong","Air filter","clean","Battery age","new","0.9","Voltage at plug","okay","Distributer","okay","Main fuse","okay","Battery voltage","weak","Starter system","okay","Car cranks","true","0"
"2020/04/03 2:15:50 AM MDT","zhuangs9","0.5","0.5","0.8","0.5","Charging system","Alternator","Battery voltage","Starter system","Headlights","Battery voltage","Car starts","0.28","Car cranks","0.497","Fuel system","0.9","Spark quality","0.254","Air system","0.84","Spark timing","0.893","0.99","Car starts","0.28","Car cranks","0.503","Fuel system","0.10","Spark quality","0.512","Air system","0.16","Spark timing","0.0149","0"
"2020/04/03 2:31:42 AM MDT","zhuangs9","0.5","0.5","0.8","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","true","Car cranks","false","Fuel system","faulty","Spark quality","very bad","Air system","faulty","Spark timing","very bad ","0"
"2020/04/03 2:58:40 AM MDT","yeyufei","0.5","0.5","0.57","0.5","Voltage at plug","Spark quality","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Spark quality","good","Spark timing","good","Fuel system","okay","Car cranks","true","Air system","okay","0.99","Car starts","true","Spark quality","very bad","Spark timing","very bad","Fuel system","faulty","Car cranks","false","Air system","faulty","0"
"2020/04/03 5:25:40 AM MDT","Shihjere","0.5","0.5","0.5714285714285714","0.5","Air system","Car starts","Air filter","Starter system","Headlights","Battery voltage","Car starts","true","Spark quality","good","Air system","okay","Spark timing","good","Fuel system","okay","Car cranks","true","0.9899999999999999","Car starts","false","Spark quality","bad","Air system","okay","Spark timing","good","Fuel system","okay","Car cranks","true","0.30000000000000004"
"2020/04/03 7:15:03 AM MDT","zhn5336","0.5","0.5","0.57","0.5","Charging system","Battery voltage","Alternator","Alternator","Battery age","Battery voltage","Car starts","true","Car cranks","false","Air system","okay","Air filter","clean","Fuel system","okay","Spark quality","good","0.994","Car starts","false","Air filter","dirty","Air system","faulty","Car cranks","true","Fuel system","faulty","Spark quality","very_bad","0.361"
"2020/04/03 7:19:41 AM MDT","weiqiyao","0.5","0.5","0.5714285714285714","0.5","Battery voltage","Starter system","Headlights","Charging system","Battery age","Battery voltage","Car starts","true","Car cranks","true","Spark quality","good","Spark timing","good","Fuel system","okay","Air system","okay","1","Car starts","true","Car cranks","false","Spark quality","very bad","Spark timing","very bad","Fuel system","faulty","Air system","faulty","0"
"2020/04/03 7:58:53 AM MDT","haowenji","0.5","0.5","0.5714285714285714","0.5","Starter system","Distributer","Main fuse","Battery voltage","Air system","Car starts","Voltage at plug","okay","Distributer","okay","Main fuse","okay","Battery voltage","strong","Car starts","true","Spark plugs","too_wide","1.0","Alternator","okay","Spark quality","very_bad","Distributer","okay","Headlights","off","Main fuse","okay","Battery voltage","dead","0.9943375846110146"
"2020/04/03 10:40:46 AM MDT","cheriya7","0.5","0.5","0.5714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Distributer","Spark plugs","Car cranks","Voltage at plug","0","Battery voltage","0","Headlights","0","Battery voltage","0","Charging system","0","Alternator","0","0","Spark timing","0","Fuel system","0","Car cranks","0","Battery age","0","Car starts","0","Car cranks","0","0"
"2020/04/03 10:41:23 AM MDT","wongra22","0.5","0.5","0.57","0.5","Starter system","Starter motor","Car cranks","Charging system","Battery age","Battery voltage","Car starts","true","Air filter","clean","Car cranks","true","Spark timing","true","Fuel system","faulty","Spark quality","good","0.99366","Car starts","false","Air filter","clean","Car cranks","true","Spark timing","true","Fuel system","faulty","Spark quality","good","0.0063391"
"2020/04/03 10:45:52 AM MDT","jiangb14","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Fuel system","Air system","Car starts","Car starts","true","Car cranks","true","Air system","okay","Spark timing","good","Fuel system","okay","Spark quality","good","0.99","Car starts","false","Car cranks","true","Air system","okay","Spark timing","good","Fuel system","okay","Spark quality","good","0.01"
"2020/04/03 11:02:27 AM MDT","yewen2","0.5","0.5","0.57","0.5","Battery voltage","Distributer","Voltage at plug","Voltage at plug","Headlights","Spark plugs","Car starts","true","Fuel system","okay","Air system","okay","Spark quality","good","Spark timing","good","Car cranks","true","0.99","Car starts","true","Fuel system","faulty","Air system","faulty","Spark quality","very_bad","Spark timing","very_bad","Car cranks","false","0"
"2020/04/03 11:18:48 AM MDT","hoaustin","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Spark plugs","Air filter","Car starts","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.01"
